content,modern_translation
是 未 得 饮 食 之 正 也 ， 饥 渴 害 之 也 。,"'这 就 是 没 有 得 到 正 确 的 饮 食 方 法 ， 是 因 为 饥 渴 害 他 们 的 。'
    正确翻译理由：
    正确翻译理由：'正 确 的 饮 食 方"
饥 渴 害 之 也 。,"'是 因 为 饥 饿 和 干 渴 。'
    正确翻译：
    正确翻译：'是 因 为 饥 饿 和 干 渴 。'
    正确翻译：'是 因 为 饥 饿 和 干 渴 。'
    正确�"
岂 惟 口 腹 有 饥 渴 之 害 ？,"'岂 仅 是 吃 东 西 吧 ， 口 腹 没 有 饥 渴 的 害  done ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'口 腹' 指 的 是"
人 心 亦 皆 有 害 。,"'人 心 也 有 害 。'
    正确翻译：'人 心 也 会 有 害 。'
    正确翻译：'人 心 也 会 有 害 。'
    正确翻译：'人 心 也 会 有 害 。'
    正确翻译：'人 心 也"
人 能 无 以 饥 渴 之 害 为 心 害 ，,"'人 们 能 够 不 以 饥 饿 、 充 油 等 症 为 心 灵 性 害 ，'

    正确翻译理由：
    正确翻译理由：'正 确 翻 译 的 理 由 是 文"
人 能 无 以 饥 渴 之 害 为 心 害 ， 则 不 及 人 不 为 忧 矣 。,"'人 们 能 够 忽 视 饥 饿 、 干 渴 等 害 所 害 人 心 ， 就 不 算 是 有 所 担 心 啊 。'

    正确�"
则 不 及 人 不 为 忧 矣 。,"'那 么 不 及 了 人 却 不 用 忧 惕 呢 。'
    正确翻译理由：
    正确翻译理由：'这 个 句 子 表 达 的 意 思 是 ：'只 要 不 会 有 人 却 不 用 忧 惕 ，"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 柳 下 惠 不 以 三 公 易 其 介 。,"'孟 子 说 ： 柳 枝 下 面 惠 不 以 三 公 为 介 卖 人 。'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'柳 下 惠"
柳 下 惠 不 以 三 公 易 其 介 。,"'柳 树 下 规 定 不 以 三 公 为 契 定 。'
    正确翻译：'柳 树 下 的 规 定 不 以 三 公 为 契 定 。'
    正确翻译：'柳 树 下 的 ��"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 有 为 者 辟 若 掘 井 ，,"'孟 子 说 ： 有 所 作 为 就 比 如 是 挖 井 一 样 ，'

    正确翻译是：
    正确翻译：'孟 子 说 ： 有 所 作 用 就 比 象 是 挖 井 一 样 ，'
    正"
孟 子 曰 ： 有 为 者 辟 若 掘 井 ， 掘 井 九 轫 而 不 及 泉 ，,"'孟 子 说 ： 有 所 作 为 就 比 象 是 挖 井 一 样 ， 挖 井 九 轼 而 没 有 得 到 泉 水 ，'
    正确翻译的意思是："
有 为 者 辟 若 掘 井 ，,"'有 所 作 为 就 比 如 是 挖 井 ，'
    正确翻译：'有 的 是 要 象 是 挖 井 一 样 努 力 ，'
    正确翻译：'有 的 是 要 象 是 挖 井 一 样 努 力 ，'
    正确����"
有 为 者 辟 若 掘 井 ， 掘 井 九 轫 而 不 及 泉 ，,"'有 所 作 为 就 比 如 是 挖 井 一 样 ， 挖 井 九 轼 而 没 有 得 到 泉 水 ，'
    正确翻译的说明：
    正确翻译的意思是：'有 所 作 为"
有 为 者 辟 若 掘 井 ， 掘 井 九 轫 而 不 及 泉 ， 犹 为 弃 井 也 。,'有 所 作 为 就 比 如 是 挖 井 一 样 ， 挖 井 九 轼 而 还 没 有 得 到 泉 水 ， 就 好 象 别 害 掘 井
掘 井 九 轫 而 不 及 泉 ，,"'挖 井 九 甸 而 没 有 得 到 泉 水 ，'
    正确翻译：'勤 劳 地 挖 井 九 甸 ， 但 没 有 得 到 泉 水 ，'
    正确翻译：'勤 劳 地 挖 井 ， ��"
掘 井 九 轫 而 不 及 泉 ， 犹 为 弃 井 也 。,'挖 井 九 轼 而 还 没 有 得 到 泉 水 ， 就 象 害 害 地 害 害 害 害 地 害 害 害 害 害 害 害 害 害
犹 为 弃 井 也 。,"'就 好 象 做 借 井 把 借 借 井 ，'
    正确翻译：'就 好 象 做 借 井 借 借 ，'
    正确翻译：'就 好 象 做 借 井 借 ，'
    正确翻译：'就 好"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 尧 舜 ，,"'孟 子 说 ： 尧 舜 ，'

    正确翻译是：
    正确翻译：'孟 子 说 ： 尧 舜 是 两 个 国 君 ，'
    正确翻译是：'孟 子 说 ： 尧 舜 是 两 个 国"
孟 子 曰 ： 尧 舜 ， 性 之 也 ；,"'孟 子 说 ： 尧 舜 ， 是 性 的 ；'
    正确翻译：'孟 子 说 ： 尧 舜 是 人 性 的 体 裁 ，'
    正确翻译：'孟 子 说 ： 尧 舜 是"
尧 舜 ，,"'尧 舜 ，'
    正确翻译：'尧 舜 是 中 国 最 贤 能 的 两 个 君 子 ，'

    正确翻译是：
    正确翻译：'尧 舜 是 中 国 最 贤 能 的 两 个 君 子 ，'
    正确翻译："
尧 舜 ， 性 之 也 ；,"'尧 舜 之 爱 民 ， 是 因 为 他 们 本 性 ；'
    正确翻译：
    正确翻译：'尧 舜 的 民 衆 喜 欢 他 ， 是 因 为 他 们 本 性 贵 于 人 民 的 。'

    正确��"
性 之 也 ；,"'是 的 ， 是 因 为 性 质 。'
    正确翻译：'是 的 ， 是 因 为 人 的 性 质 。'
    正确翻译：'是 的 ， 是 因 为 人 的 性 质 。'
    正确翻译：'是 的 ， 是 因 为 人 的 性 质 。'"
汤 武 ，,"'汤 武 是 一 个 强 大 的 国 家 君 主 ，'
    正确翻译：
    正确翻译：'汤 武 是 一 个 强 大 的 国 家 君 主 ，'
    正确翻译：'汤 武 是 一 个 强 大 的 国 家 君 主 ，'
    正"
汤 武 ， 身 之 也 ；,"'汤 武 是 人 的 本 性 ；'
    正确翻译：
    正确翻译：'汤 武 是 人 的 本 性 ；'
    正确翻译：'汤 武 是 人 的 本 性 ；'
    正确翻译：'汤 武 是 人 的 本 性 ；'"
身 之 也 ；,"'是 身 体 的 体 裁 ；'
    正确翻译：'是 体 裁 的 一 种 体 裁 ；'
    正确翻译：'是 体 裁 的 一 种 体 裁 ；'
    正确翻译：'体 裁 是 一 种 体 裁 ；'
    正确翻译：'"
五 霸 ，,"'五 霸 国 ，'
    正确翻译：'五 霸 国 是 中 国 的 五 个 大 国 ，'

    正确翻译是 正确 的  because 文言 文 言 文 言 文 言 文 言 文 言 文 言 文 言 文 言 文 言 文 言 文 言 文 言 文 言 文 言 文"
五 霸 ， 假 之 也 。,"'五 霸 是 假 借 ， 是 假 借 的 。'
    正确翻译的原因：
    正确翻译的原因是：'五 霸 是 假 借 ， 是 假 借 的 ，' 正确翻译了 文言 文 句 中 的"
假 之 也 。,"'是 假 借 了 的 。'
    正确翻译：'是 假 借 了 的 。'
    正确翻译：'是 假 借 了 的 。'
    正确翻译：'是 假 借 了 的 。'
    正确翻译：'是 假 借 了 的"
久 假 而 不 归 ，,"'长 久 假 借 而 不 归 还 ，'
    正确翻译：'长 久 假 借 而 没 有 还 款 ，'
    正确翻译：'长 久 假 借 而 没 有 还 款 ，'
    正确翻译：'长 久 假"
久 假 而 不 归 ， 恶 知 其 非 有 也 。,"'长 久 假 借 而 不 归 还 ， 恶 者 知 道 他 们 不 有 正 确 的 道 路 。'
</syntaxhighlight>

== 文言文 ==
文言文是汉语文言文，是汉语文言文文言文文言文文言文文言文文言文文言文文言"
恶 知 其 非 有 也 。,"'不 知 道 他 们 不 会 有 。'
    正确翻译：
    正确翻译：'不 知 道 他 们 不 会 有 正 确 的 信 徒 。'
    正确翻译：'不 知 道 他 们 不 会 有 正 确 信 徒 的 。'
    正确翻"
公 孙 丑 曰 ：,"'公 孙 丑 说 ：'
    正确翻译：'公 孙 丑 说 ：'

    正确翻译是：
    正确翻译：'公 孙 丑 说 ：'
    正确翻译：'公 孙 丑 说 ：'
    正确翻译：'公 �"
公 孙 丑 曰 ： 伊 尹 曰 ：,"'公 孙 丑 说 ： 伊 尹 说 ：'

    正确翻译是：
    正确翻译：'公 孙 丑 说 ： 伊 尹 说 ：'
    正确翻译：'公 孙 丑 说 ： 伊 尹 说 ："
公 孙 丑 曰 ： 伊 尹 曰 ： 予 不 狎 于 不 顺 。,"'公 孙 丑 说 ： 伊 尹 说 ： 我 不 愿 意 不 顺 从 。'
    正确翻译的原因：
    原文文言文句子中的'不 顺 ' 表示'不 愿"
伊 尹 曰 ：,"'伊 尹 说 ：'
    正确翻译：'伊 尹 说 ：'

    正确翻译是什 么好 的？
    正确翻译是 什 么 好 的
    正确翻译是 什 么 好 的
    正确翻译是 什 么 好 的
    正确����"
伊 尹 曰 ： 予 不 狎 于 不 顺 。,"'伊 尹 说 ： 我 不 会 狎 杀 不 顺 理 的 人 。'
    正确翻译的原因：
    原文中的'不 顺 理' 指 不 顺 行 为 的 人 ，'狎 杀 不 顺 理 的"
予 不 狎 于 不 顺 。,"'我 不 愿 意 不 顺 从 而 干 。'
    正确翻译：
    正确翻译：'我 不 愿 意 不 顺 从 而 干 。'
    正确翻译：'我 不 喜 欢 不 顺 从 而 干 。'
    正"
放 太 甲 于 桐 ，,"'将 太 甲 放 在 桐 邑 ，'
    正确翻译：'将 太 甲 放 在 桐 邑 ，'
    正确翻译：'将 太 甲 放 在 桐 邑 ，'
    正确翻译：'将 太 甲 放 在 桐 邑 ，'
    正确��"
放 太 甲 于 桐 ， 民 大 悦 。,"'将 太 甲 放 在 桐 山 上 ， 百 姓 很 高 兴 。'
    正确翻译理由：
    正确翻译理由：'太 甲 是 中 国 古 代 的 国 王 ， 桐 山 是 中 国 古 代 文 学 、 文 艺"
民 大 悦 。,"'百 姓 很 高 兴 。'
    正确翻译：'百 姓 很 高 兴 。'
    说 明 文：'文 言 文 子 曰 ：'
    正 确 翻 译：'文 言 文 子 说 ：'

    正 确 翻 译 原 文：'文 言 文 子 说 ：'"
太 甲 贤 。,"'太 甲 是 贤 者 。'
    正确翻译：'太 甲 是 中 国 最 贤 能 的 。'
    正确翻译：'太 甲 是 中 国 最 贤 能 的 。'
    正确翻译：'太 甲 是 中 国 最 贤 能 的 。'
    正确翻译"
又 反 之 ，,"'又 反 倒 了 ，'
    正确翻译：
    正确翻译：'又 是 反 面 的 ，'
    正确翻译：'又 是 正 反 面 的 ，'
    正确翻译：'又 是 正 反 面 的 ，'
    正确翻译：'又 是 正"
又 反 之 ， 民 大 悦 。,"'又 反 对 他 ， 人 民 很 高 兴 。'
    正确翻译理由：
    正确翻译理由：'又 是 反 对 别 人 的 行 为 ， 人 民 很 高 兴 。'

    请将以下文言文句子翻译为现代汉语"
民 大 悦 。,"'百 姓 很 高 兴 。'
    正确翻译：'百 姓 很 高 兴 。'
    说 明 文：'文 言 文 子 曰 ：'
    正 确 翻 译：'文 言 文 子 说 ：'

    正 确 翻 译 原 文：'文 言 文 子 说 ：'"
贤 者 之 为 人 臣 也 ，,"'贤 人 就 象 是 国 家 的 臣 子 ，'
    正确翻译：
    正确翻译：'贤 人 象 如 是 国 家 的 臣 子 ，'
    正确翻译：'贤 人 象 如 是 国 家 的 臣 子 ，'
    正"
贤 者 之 为 人 臣 也 ， 其 君 不 贤 ，,"'贤 人 总 是 被 受 礼 物 的 国 君 所 迷 逃 ， 国 君 不 贤 能 行 为 的 时 候 ，'

    正确翻译是：
    正确翻译：'贤 人 总 是 被"
贤 者 之 为 人 臣 也 ， 其 君 不 贤 ， 则 固 可 放 与 ？,"'贤 人 总 是 被 拖 了 为 国 家 的 人 ， 如 果 国 家 不 能 贤 明 ， 那 么 他 可 以 放 射 吗 ？'
    正确翻译理由：
    正"
其 君 不 贤 ，,"'他 的 国 君 不 贤 明 ，'
    正确翻译：'他 的 国 君 不 是 贤 明 的 ，'
    正确翻译：'他 的 国 君 不 是 贤 明 的 ，'
    正确翻译：'他 的 国 君 不 是 贤 明 的 ，'
    正确"
其 君 不 贤 ， 则 固 可 放 与 ？,"'如 果 君 主 不 贤 明 ， 那 又 该 放 射 顺 呢 ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'固 可 放 与 ，'
    正确翻译的'固"
则 固 可 放 与 ？,"'那 么 他 又 可 以 放  逐 鸟 吗 ？'
    正确翻译说明：
    正确翻译是：
    正确翻译表述了文言文句子的含义。
    正确翻译准确地将文言文句子的古文文言文翻译为现代"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 有 伊 尹 之 志 ，,"'孟 子 说 ： 有 伊 尹 这 样 大 公 的 志 向 ，'
    正确翻译：'孟 子 说 ： 有 有 伊 尹 这 样 大 公 的 志 向 ，'
    正确翻译：'孟 子 说 ： 有 有 伊"
孟 子 曰 ： 有 伊 尹 之 志 ， 则 可 ；,"'孟 子 说 ： 有 伊 尹 这 样 高 贵 的 人 的 志 向 ， 那 就 可 以 ；'
    正确翻译的句子意思是：
    正确翻译的句子意思是：'孟 子 说 ： 如 果 有"
有 伊 尹 之 志 ，,"'有 伊 尹 这 样 大 公 ，'
    正确翻译：'有 伊 尹 这 样 大 公 的 志 向 ，'
    正确翻译：'有 伊 尹 这 样 大 公 的 热 心 ，'
    正确翻译：'有 伊 尹 这 样 大 公 的"
有 伊 尹 之 志 ， 则 可 ；,"'有 伊 尹 这 样 高 贵 的 人 ， 他 的 志 向 很 大 ， 这 就 可 以 ；'
    正确翻译之所以不 正 确：'正 确 翻 译 是 ：'
    正确翻译：'正 确 翻 译 是 ：'"
则 可 ；,"'就 可 以 这 样 做 。'
    正确翻译说明：
    正确翻译是：'只 有 如 此 做 才 会 好 。'
    正确翻译表述了文言文句子的含义，它强调了只有通过某种方法或者行为才能达到最佳效果。

    文言文�"
无 伊 尹 之 志 ，,"'没 有 伊 尹 这 样 大 公 的 志 向 ，'
    正确翻译：'没 有 像 伊 尹 这 样 大 公 公 人 那 样 有 志 向 的 ，'
    正确翻译：'没 有 像 伊 尹 这 样 大 公 公 一 样 有 志 向 的"
无 伊 尹 之 志 ， 则 篡 也 。,"'没 有 伊 尹 这 样 高 贵 的 人 的 志 向 ， 就 算 是 篡 权 了 。'

    正确翻译理由：
    正确翻译理由：'文言 文 言 中 的 伊 尹 是 一 个 高 贵 的 公 子"
则 篡 也 。,"'就 好 象 是 篡 权 了 。'
    正确翻译说明：
    正确翻译：
    正确翻译：

    正确翻译是：
    正确翻译是：
    正确翻译是：
    正确翻译是：
    正确翻译是：
    正确翻译"
公 孙 丑 曰 ：,"'公 孙 丑 说 ：'
    正确翻译：'公 孙 丑 说 ：'

    正确翻译是：
    正确翻译：'公 孙 丑 说 ：'
    正确翻译：'公 孙 丑 说 ：'
    正确翻译：'公 �"
公 孙 丑 曰 ： 诗 曰 不 素 餐 兮 ，,"'公 孙 丑 说 ： 《 诗 经 》 中 有 这 样 文 言 吗 兮 ，'

    正确翻译：
    正确翻译：'公 孙 丑 说 ： 《 诗 经 》 中 有"
公 孙 丑 曰 ： 诗 曰 不 素 餐 兮 ， 君 子 之 不 耕 而 食 ，,'公 孙 丑 说 ： 《 诗 经 》 说 ： 不 能 养 养 饮 食 兮 ， 君 子 不 耕 养 而 养 饮 ，'
诗 曰 不 素 餐 兮 ，,"'《 诗 经 》 说 ：' 不 能 养 育 一 样 贤 养 的 宫 廷 兮 ，'
    正确翻译说明：
    正确翻译：'《 诗 经 》 说 ：' 不 能 养 育 一 样 贤 寳"
诗 曰 不 素 餐 兮 ， 君 子 之 不 耕 而 食 ，,"'《 诗 经 》 上 说 ： 不 耕 粮 餐 兮 ， 君 子 不 耕 而 养 饮 ，'
    正确翻译的含义是：'《 诗 经 》 上 说 ： 不 ��"
诗 曰 不 素 餐 兮 ， 君 子 之 不 耕 而 食 ， 何 也 ？,"'《 诗 经 》 说 ： 不 贤 净 吃 饭 啊 ， 君 子 不 劳 耕 而 养 生 ， 为 什 么 呢 ？'
    正确翻译的说明："
君 子 之 不 耕 而 食 ，,"'君 子 不 作 农 田 劳 作 而 吃 东 西 ，'
    正确翻译：
    正确翻译：'君 子 不 作 劳 作 农 田 而 充 足 食 ，'
    正确翻译：'君 子 不 作 劳 作 农 田"
君 子 之 不 耕 而 食 ， 何 也 ？,"'君 子 不 耕 种 而 养 着 饮 食 ， 为 什 么 呢 ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'君 子 之 不 耕 而 养 着 饮 食"
何 也 ？,"'为 什 么 ？'
    正确翻译：
    正确翻译：'为 什 么 ？'
    正确翻译：'为 什 么 ？'
    正确翻译：'为 什 么 ？'
    正确翻译：'为 什 么 ？'
    正确翻译：'为 什 么 ？"
孟 子 曰 ：,"'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'

    正确翻译是：
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'孟 子 说 ：'
    正确翻译：'�"
孟 子 曰 ： 君 子 居 是 国 也 ，,"'孟 子 说 ： 君 子 居 住 在 这 个 国 家 ，'
    正确翻译：'孟 子 说 ： 君 子 居 住 在 这 个 国 家 的 时 候 ，'
    正确翻译：'孟 子 说 ： 君 子 居"
孟 子 曰 ： 君 子 居 是 国 也 ， 其 君 用 之 ，,"'孟 子 说 ： 君 子 居 住 在 这 个 国 家 ， 国 家 的 君 主 用 他 ，'

    正确翻译是：
    正确翻译：'孟 子 说 ： 君 子 居 住 在 这 个 国"
君 子 居 是 国 也 ，,"'君 子 居 住 在 这 个 国 家 ，'
    正确翻译：'君 子 居 住 在 这 个 国 家 ，'
    正确翻译：'君 子 居 住 在 这 个 国 家 ，'
    正确翻译：'君 子 居 住 在 这 个 国 家"
君 子 居 是 国 也 ， 其 君 用 之 ，,"'君 子 居 住 在 这 个 国 家 ， 他 们 的 国 君 用 他 们 ，'
    正确翻译：'君 子 居 住 在 这 个 国 家 ， 国 君 使 用 他 们 ，'
    正确翻译：'君 子 居 住 在"
君 子 居 是 国 也 ， 其 君 用 之 ， 则 安 富 尊 荣 ；,"'君 子 居 住 在 这 个 国 家 ， 如 果 能 使 用 这 个 国 家 ， 那 么 就 安 定 富 裕 、 荣 光 ；'

    正确翻译理由：
    正确翻译理由：'"
其 君 用 之 ，,"'他 的 国 君 使 用 ，'
    正确翻译：'他 的 国 君 使 用 。'

    正确翻译是因为：
    文言文中 的 词 义 和 现代 汉 语 中 的 词 义 相 对 应 ，'使 用 的 意 思 是 使 用 或 使 用 ，' 这 个"
其 君 用 之 ， 则 安 富 尊 荣 ；,"'他 们 总 是 用 它 ， 就 能 安 定 收 废 ， 辟 开 荣 誉 ；'

    正确翻译是：
    正确翻译：'他 们 总 是 用 这 个 来 害 律 收 废 ， 这"
则 安 富 尊 荣 ；,"'那 么 就 安 定 富 裕 、 尊 贵 、 荣 誉 ；'
    正确翻译说明：
    正确翻译是：
    正确翻译表述了文言文句子的含义。
    正确翻译表述了文言文句子的含义。正"
其 子 弟 从 之 ，,"'他 的 孩 子 从 来 ，'
    正确翻译：'他 的 孩 子 从 来 干 错 了 ，'
    正确翻译：'他 的 孩 子 从 来 干 错 了 ，'
    正确翻译：'他 的 孩 子 从 来 没 有 干"
其 子 弟 从 之 ， 则 孝 弟 忠 信 。,"'他 的 儿 子 从 来 ， 就 象 是 征 服 他 的 孝 子 ， 忠 实 信 医 圣 人 。'
    正确翻译说明：
    正确翻译是：'他 的 儿 子 从 来 ， 就 象 是 征"
则 孝 弟 忠 信 。,"'那 么 就 是 孝 爱 老 百 姓 忠 实 相 信 。'
    正确翻译理由：
    正确翻译理由：'文言 文 言 句 子 中 的 所 用 词 和 语 琴 押 的 意 思 都 与 现 代 汉 语 翻 译"
不 素 餐 兮 ，,"'不 能 充 足 饮 食 兮 ，'
    正确翻译：'不 能 充 分 养 养 ，'
    正确翻译：'不 能 充 足 养 养 ，'
    正确翻译：'不 能 充 沛 养 养 ，'"
不 素 餐 兮 ， 孰 大 于 是 ？,"'不 能 充 足 饮 食 啊 ， 哪 里 大 尧 ？'
    正确翻译的说明：
    正确翻译的原因：
    文言文句子中的'不 素 餐 兮 ，'表达了'不 能 充 足 饮 食"
孰 大 于 是 ？,"'孰 能 比 不 服 丧 ？'
    正确翻译：
    正确翻译：'孰 能 比 不 服 丧 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服 服"
滕 文 公 问 曰 ：,"'滕 文 公 问 道 ：'

    正确翻译：
    正确翻译：'滕 文 公 问 ：'
    正确翻译：'滕 文 公 问 ：'
    正确翻译：'滕 文 公 问 ：'
    正确翻译：'滕 文 公 问"
滕 文 公 问 曰 ： 小 国 也 ，,"'滕 文 公 问 道 ： 这 是 一 个 小 国 ，'
    正确翻译：
    正确翻译：'滕 文 公 问 道 ： 这 个 国 家 太 小 了 ，'
    正确翻译：'滕 文 公 问 道 ： 这 个 国"
滕 文 公 问 曰 ： 小 国 也 ， 间 于 齐 楚 。,"'滕 文 公 问 道 ： 我 却 是 一 个 小 国 ， 却 是 在 齐 国 和 楚 国 之 间 。'
    正确翻译的原因：
    正确翻译的原因：
    正确翻译"
小 国 也 ，,"'小 国 是 一 个 ，'
    正确翻译：'小 国 是 一 个 国 家 ，'
    正确翻译：'小 国 是 一 个 国 家 ，'
    正确翻译：'小 国 是 一 个 国 家 ，'
    正确翻译：'小 国 是 一 个 国 家 ，'
    正确"
小 国 也 ， 间 于 齐 楚 。,"'小 国 是 一 个 小 国 ， 在 齐 国 和 楚 国 之 间 。'
    正确翻译是：
    正确翻译：'小 国 是 一 个 小 国 ， 位 于 齐 国 和 楚 国 之 间 。'
    说 明 文：'小 国"
间 于 齐 楚 。,"'在 齐 国 和 楚 国 之 间 。'
    正确翻译是：
    正确翻译：'在 齐 国 和 楚 国 之 间 。'
    说明：
    正确翻译正确地将'间 于 齐 楚 。'这个文言文句子翻译为'在 �"
事 齐 乎 ？,"'是 齐 国 吗 ？'
    正确翻译：
    正确翻译：'是 齐 国 吗 ？'
    正确翻译：'是 齐 国 吗 ？'
    正确翻译：'是 齐 国 吗 ？'
    正确翻译：'是 齐 国 �"
事 楚 乎 ？,"'把 这 个 事 做 楚 呢 ？'
    正确翻译说明：
    正确翻译是：
    正确翻译表述了文言文句子的含义。
    正确翻译充分展现了文言文句子的文化内涵和时代背景。
    正确����"
孟 子 对 曰 ：,"'孟 子 回 答 说 ：'
    正确翻译：'孟 子 回 答 说 ：'

    正确翻译是什 么好 的？
    正确翻译是 什 么 好 的
    正确翻译是 什 么 好 的
    正确翻译是 什"
孟 子 对 曰 ： 是 谋 非 吾 所 能 及 也 。,"'孟 子 回 答 说 ： 这 是 我 们 所 能 做 的 最 大 的 。'
    正确翻译的原因：
    正确翻译的原因：
    正确翻译的原因：
    正确翻译的原因："
是 谋 非 吾 所 能 及 也 。,"'这 就 是 我 们 不 能 够 及 全 面 的 。'
    正确翻译理由：
    正确翻译理由：'这 就 是 我 们 所 做 的 最 大 的 错 误 。'
    正确翻译：
    正确翻译：'这 就"
无 已 ，,"'没 有 尧 、 孟 子 之 类 的 ，'
    正确翻译：'没 有 尧 、 孟 子 等 那 种 规 律 的 ，'
    正确翻译说明：'没 有 尧 、 孟 子 等 那 种 规 律 的 ，'
    正确翻译是正"
无 已 ， 则 有 一 焉 ：,"'不 愿 意 受 侵 犯 ， 就 有 一 个 办 法 ：'
    正确翻译：
    正确翻译：'不 愿 意 受 侵 犯 ， 就 有 一 个 办 法 ：'
    正确翻译：'不 愿 意"
无 已 ， 则 有 一 焉 ： 凿 斯 池 也 ，,"'没 有 别 的 ， 就 有 一 个 ： 把 他 堤 墙 修  done ，'
    正确翻译说明：
    正确翻译：
    正确翻译：

    正确翻译是：
    正确翻译是：
    正确"
则 有 一 焉 ：,"'就 好 办 法 了 ：'
    正确翻译：
    正确翻译：

    正确翻译：
    正确翻译：
    正确翻译：
    正确翻译：
    正确翻译：
    正确翻译：
    正确翻译：
    正确翻译"
则 有 一 焉 ： 凿 斯 池 也 ，,"'那 就 有 一 个 ： 把 他 堆 滩 滩 滩 滩 滨 边 池 里 ，'

    正确翻译说明：
    正确翻译表明：'那 就 可 以 做 一 个 ： 把 他 把 他 把"
则 有 一 焉 ： 凿 斯 池 也 ， 筑 斯 城 也 ，,"'那 就 有 一 个 ： 把 他 堤 墙 修  done ， 把 他 城 河 修  done ，'

    正确翻译是：
    正确翻译：'那 就 是 要 修 他 的 防 害 工 具"
凿 斯 池 也 ，,"'把 池 壳 借 用 来 填 充 池 ，'
    正确翻译说明：
    正确翻译是：
    正确翻译：
    正确翻译是：
    正确翻译是：
    正确翻译是：
    正确翻译是：
    正确翻译"
凿 斯 池 也 ， 筑 斯 城 也 ，,"'把 池 壳 坚 固 ， 把 城 墙 坚 固 ，'
    正确翻译：'修 建 坚 固 的 池 壳 ， 修 建 坚 固 的 城 墙 ，'
    正确翻译：'修 建"
凿 斯 池 也 ， 筑 斯 城 也 ， 与 民 守 之 ，,"'把 池 壳 坚 固 ， 把 城 墙 坚 固 ， 与 老 百 姓 一 起 坚 守 它 ，'
    正确翻译意思：
    正确翻译意思：'修 建 坚 �"
筑 斯 城 也 ，,"'建 造 这 个 城 都 是 筑 墙 的 ，'
    正确翻译：'这 个 城 都 是 通 过 筑 墙 的 ，'
    正确翻译：'这 个 城 都 是 通 过 筑 墙 的 ，'
    正确翻译：'这 个 城 都 是"
筑 斯 城 也 ， 与 民 守 之 ，,"'建 筑 这 个 城 墙 ， 与 老 百 姓 一 起 守 卫 ，'
    正确翻译：'建 筑 这 个 城 墙 ， 与 老 百 姓 一 起 守 候 ，'
    正确翻译：'建 筑 这 个 城"
筑 斯 城 也 ， 与 民 守 之 ， 效 死 而 民 弗 去 ，,"'建 筑 城 墙 ， 与 老 百 姓 一 起 守 卫 ， 却 不 受 爱 战 而 老 百 姓 不 去 ，'
    正确翻译意思：'建 筑 城 墙 ，"
与 民 守 之 ，,"'与 老 百 姓 一 起 守 室 ，'
    正确翻译：'与 老 百 姓 一 起 住 下 在 室 ，'
    正确翻译：'与 老 百 姓 一 起 住 下 在 室 ，'
    正确翻译：'与 老 百 姓 一"
与 民 守 之 ， 效 死 而 民 弗 去 ，,"'与 老 百 姓 一 起 坚 守 它 ， 宁 可 牺 牲 而 老 百 姓 不 去 ，'
    正确翻译意思：
    正确翻译意思：'与 老 百 姓 一 起 坚 守 它 ， 老"
与 民 守 之 ， 效 死 而 民 弗 去 ， 则 是 可 为 也 。,"'与 老 百 姓 一 起 坚 守 它 ， 宁 可 牺 牲 而 老 百 姓 不 去 ， 这 就 算 是 可 以 做 的 。'
</poem>

== 文言文 ==
=== 文言文句"
效 死 而 民 弗 去 ，,"'就 象 是 要 害 死 的 ， 人 民 不 会 去 ，'
    正确翻译：'就 象 是 要 害 死 的 ， 人 民 不 会 放 弃 他 们 的 国 家 ，'
    正确翻译：'就 象 是 要 害 死 的 ， 人 民"
